0	0.101061	1655.78	0
0.826735	0.106672	726.618	1589.5
1.65347	0.121759	-1405.58	1415.63
2.4802	0.170878	-2507.55	-1245.12
3.30694	0.187976	-6.75871	-3079.79
4.13367	0.410397	6463.18	1854.38
4.96041	0.515868	6477.05	5429.91
5.78714	2.18309	-33929.2	-11319.7
6.61388	2.30303	36451.8	9748.65
7.44061	0.708212	-11398.3	-2171.53
8.26735	0.275464	-4421.97	-902.902
9.09408	0.121527	1711.01	-1018.28
9.92082	0.102217	1669.4	133.446
10.7476	0.0671874	181.423	1085.75
11.5743	0.062105	-925.722	422.377
12.401	0.0539292	-571.177	-674.14
13.2278	0.0481974	471.462	-633.48
14.0545	0.0439113	654.115	299.553
14.8812	0.0402019	-159.492	639.066
15.708	0.036718	-599.453	-50.6247
16.5347	0.0331922	-30.1928	-542.982
17.3614	0.0295229	476.002	-85.972
18.1882	0.0257333	120.065	404.157
19.0149	0.0219096	-332.098	136.263
19.8416	0.0181491	-138.315	-263.228
20.6684	0.0145495	200.118	-129.528
21.4951	0.0112104	112.935	144.847
22.3218	0.0082102	-98.6826	91.4126
23.1486	0.00558474	-67.3731	-61.9126
23.9753	0.00333176	34.2283	-42.5234
24.802	0.001445	18.2725	15.0538
25.6288	0.000326763	-3.39953	-4.13583
26.4555	0.00146146	23.8427	2.20674
27.2823	0.00247825	-3.22025	40.4757
28.109	0.00328701	-53.8472	-0.879116
28.9357	0.00389803	-3.58969	-63.7643
29.7625	0.00432644	70.3159	-8.95919
30.5892	0.0045948	14.3513	73.9006
31.4159	0.0047217	-74.9237	19.2631
32.2427	0.00471659	-23.2916	-73.683
33.0694	0.0045974	70.659	-26.0957
33.8961	0.00439356	27.6213	66.4738
34.7229	0.00412879	-61.564	28.0331
35.5496	0.00381804	-27.4601	-56.2053
36.3763	0.00348017	50.762	-25.9694
37.2031	0.00314012	23.795	45.6143
38.0298	0.00281143	-40.8784	21.2297
38.8565	0.00249925	-18.4251	-36.5682
39.6833	0.00221044	32.7732	-15.4111
40.51	0.0019567	12.3757	29.5736
41.3367	0.00173863	-26.8613	9.48165
42.1635	0.00155035	-6.7199	-24.4958
42.9902	0.00139403	22.4776	-4.05116
43.817	0.00127419	1.56411	20.8177
44.6437	0.00118322	-19.3737	-0.686534
45.4704	0.00111493	2.76999	-18.0558
46.2972	0.00107299	16.9273	4.74549
47.1239	0.00105543	-6.52165	16.0151
47.9506	0.00105213	-15.2313	-8.07219
48.7774	0.00105928	9.47125	-14.543
49.6041	0.00107793	14.0352	10.7198
50.4308	0.00110148	-11.7173	13.7254
51.2576	0.00112045	-13.4934	-12.447
52.0843	0.00113528	12.9688	-13.3337
52.911	0.00114658	13.2827	13.2842
53.7378	0.00114761	-13.2986	13.292
54.5645	0.00113439	-13.2301	-13.0536
55.3912	0.00110948	12.6284	-13.0748
56.218	0.0010755	12.8668	12.0393
57.0447	0.00102765	-11.2531	12.5241
57.8714	0.000965721	-11.9617	-10.3569
58.6982	0.000895758	9.47155	-11.2106
59.5249	0.000820089	10.324	8.59941
60.3516	0.000737496	-7.74321	9.27603
61.1784	0.000650579	-8.03391	-7.00517
62.0051	0.000568122	6.45676	-6.70456
62.8319	0.000495059	5.37476	6.07462
63.6586	0.000432911	-5.83788	4.0283
64.4853	0.000390523	-2.69043	-5.8052
65.3121	0.000376034	5.98275	-1.47105
66.1388	0.000384387	0.442391	6.28224
66.9655	0.000407434	-6.66027	-0.449049
67.7923	0.000440548	1.1705	-7.12239
68.619	0.000477664	7.64903	1.6551
69.4457	0.000508537	-1.91525	8.10876
70.2725	0.000532174	-8.48207	-2.01935
71.0992	0.000549776	1.99407	-8.78403
71.9259	0.000558432	8.97057	1.79986
72.7527	0.000555138	-1.50544	8.96992
73.5794	0.0005418	-8.79511	-1.20189
74.4061	0.00052248	0.899902	-8.51289
75.2329	0.000495281	8.09253	0.599283
76.0596	0.000458942	-0.352213	7.51105
76.8863	0.000417899	-6.84273	-0.237578
77.7131	0.000375611	0.221336	-6.15002
78.5398	0.000331915	5.43097	0.278422
79.3666	0.000287199	-0.452009	4.68371
80.1933	0.00024813	-3.99206	-0.768491
81.02	0.000218623	1.14668	-3.39341
81.8468	0.000199303	2.86969	1.55806
82.6735	0.000191673	-2.01416	2.40937
83.5002	0.000199639	-2.08919	-2.51673
84.327	0.00021544	2.98027	-1.89136
85.1537	0.000232462	1.76368	3.37569
85.9804	0.00025045	-3.73268	1.70434
86.8072	0.00026851	-1.73715	-4.04177
87.6339	0.000281357	4.22928	-1.83388
88.4606	0.000288138	1.92531	4.31041
89.2874	0.000291715	-4.33551	2.01162
90.1141	0.000291402	-2.11121	-4.28218
90.9408	0.000285192	4.12468	-2.19548
91.7676	0.000273453	2.19366	3.90647
92.5943	0.000259398	-3.66972	2.14371
93.421	0.000243309	-2.06505	-3.40981
94.2478	0.000223274	3.10517	-1.93384
95.0745	0.000201244	1.71001	2.81909
95.9012	0.000180689	-2.57953	1.45259
96.728	0.000161363	-1.18323	-2.36421
97.5547	0.000142124	2.15705	-0.877098
98.3815	0.000126743	0.533512	2.00686
99.2082	0.000118828	-1.93536	0.211509
100.035	0.000115339	0.0819991	-1.88794
100.862	0.000115417	1.85476	0.368423
101.688	0.0001213	-0.64169	1.88093
102.515	0.000129685	-1.94529	-0.854669
103.342	0.000136756	1.003	-2.00358
104.169	0.000143066	2.0528	1.1315
104.995	0.000150144	-1.22884	2.13103
105.822	0.000154864	-2.20207	-1.26044
106.649	0.000155856	1.24888	-2.22731
107.476	0.000154836	2.21684	1.23336
108.302	0.000153466	-1.19209	2.21383
109.129	0.000149612	-2.18011	-1.12056
109.956	0.000141981	1.03574	-2.08291
110.782	0.000134251	1.96804	0.982316
111.609	0.000126517	-0.931419	1.8518
112.436	0.000116708	-1.70387	-0.867808
113.263	0.000105584	0.824624	-1.52069
114.089	9.63437e-05	1.34085	0.832926
114.916	8.81523e-05	-0.837557	1.17663
115.743	8.04929e-05	-1.01211	-0.845491
116.57	7.41133e-05	0.890712	-0.825282
117.396	7.17154e-05	0.674748	0.961927
118.223	7.1167e-05	-1.02416	0.557365
119.05	7.12036e-05	-0.439838	-1.08051
119.877	7.32531e-05	1.15433	-0.328546
120.703	7.74498e-05	0.261644	1.24167
121.53	8.0127e-05	-1.29334	0.225193
122.357	8.22641e-05	-0.177564	-1.33607
123.184	8.46443e-05	1.37987	-0.138553
124.01	8.66958e-05	0.135524	1.41394
124.837	8.62136e-05	-1.40524	0.143219
125.664	8.48075e-05	-0.131556	-1.38324
126.49	8.39431e-05	1.37018	-0.118859
127.317	8.18282e-05	0.130048	1.33435
128.144	7.77144e-05	-1.26666	0.129609
128.971	7.35477e-05	-0.0989886	-1.20093
129.797	6.98062e-05	1.14189	-0.0644119
130.624	6.54266e-05	0.0507247	1.07075
131.451	5.97402e-05	-0.978737	0.0095049
132.278	5.52782e-05	0.0519153	-0.904189
133.104	5.24621e-05	0.852822	0.107247
133.931	4.90191e-05	-0.15596	0.787841
134.758	4.56256e-05	-0.714612	-0.219388
135.585	4.49293e-05	0.300323	-0.672073
136.411	4.48904e-05	0.642477	0.357995
137.238	4.41738e-05	-0.399363	0.603585
138.065	4.4724e-05	-0.569345	-0.461281
138.891	4.6576e-05	0.521851	-0.556771
139.718	4.77358e-05	0.553053	0.553007
140.545	4.75528e-05	-0.56992	0.531222
141.372	4.83091e-05	-0.513563	-0.602263
142.198	4.95658e-05	0.626276	-0.516975
143.025	4.9017e-05	0.513301	0.617643
143.852	4.78507e-05	-0.613649	0.487924
144.679	4.67931e-05	-0.463105	-0.610982
145.505	4.65764e-05	0.608278	-0.460794
146.332	4.40879e-05	0.435533	0.576265
147.159	4.15487e-05	-0.55629	0.39235
147.986	3.99771e-05	-0.356425	-0.549515
148.812	3.81048e-05	0.528707	-0.332011
149.639	3.52492e-05	0.292441	0.498006
150.466	3.28557e-05	-0.483276	0.237105
151.292	3.20481e-05	-0.195248	-0.487425
152.119	3.03875e-05	0.469348	-0.166086
152.946	2.86497e-05	0.117824	0.454368
153.773	2.81792e-05	-0.456856	0.066622
154.599	2.86396e-05	-0.0302161	-0.468258
155.426	2.78705e-05	0.456588	-0.00614346
156.253	2.72331e-05	-0.0316517	0.445063
157.08	2.82167e-05	-0.457852	-0.0639976
157.906	2.90607e-05	0.077699	-0.469747
158.733	2.84877e-05	0.457643	0.0917113
159.56	2.82656e-05	-0.11655	0.448197
160.387	2.90343e-05	-0.456006	-0.135454
161.213	2.87231e-05	0.132396	-0.451591
162.04	2.76557e-05	0.432169	0.136159
162.867	2.70855e-05	-0.159113	0.414262
163.694	2.68629e-05	-0.409651	-0.160914
164.52	2.59332e-05	0.156551	-0.394997
165.347	2.41113e-05	0.360918	0.160606
166.174	2.36326e-05	-0.180364	0.342622
167	2.30898e-05	-0.331313	-0.182608
167.827	2.168e-05	0.178408	-0.30715
168.654	2.02561e-05	0.271426	0.19097
169.481	2.02358e-05	-0.207742	0.258387
170.307	1.99718e-05	-0.246396	-0.215316
171.134	1.8539e-05	0.211198	-0.218301
171.961	1.81207e-05	0.190977	0.227313
172.788	1.8775e-05	-0.246367	0.184194
173.614	1.81473e-05	-0.170861	-0.243329
174.441	1.75081e-05	0.244206	-0.150493
175.268	1.74541e-05	0.124571	0.25741
176.095	1.80595e-05	-0.266348	0.12887
176.921	1.73899e-05	-0.116185	-0.260151
177.748	1.671e-05	0.256135	-0.0966883
